5000,0,0,0,0.0855239,-0.0659756,-0.337208
5000,0.76375,9.60314,-0.0861913,0.0855239,-0.0659756,-0.337208
10000,0.76375,9.60314,-0.0861913,0.147834,-0.079415,-0.401962
10000,0.799663,9.64624,0.011971,0.147834,-0.079415,-0.401962
15000,0.799663,9.64624,0.011971,0.197927,-0.0855239,-0.438615
15000,0.907402,9.58399,0.129287,0.197927,-0.0855239,-0.438615
20000,0.907402,9.58399,0.129287,-0.0452055,-0.0598667,-0.216253
20000,0.701501,9.52653,-0.155623,-0.0452055,-0.0598667,-0.216253
25000,0.701501,9.52653,-0.155623,0.0855239,-0.0659756,-0.337208
25000,0.76375,9.60314,-0.0861913,0.0855239,-0.0659756,-0.337208
30000,0.76375,9.60314,-0.0861913,0.147834,-0.079415,-0.401962
30000,0.799663,9.64624,0.011971,0.147834,-0.079415,-0.401962
35000,0.799663,9.64624,0.011971,-0.189374,-0.0268789,-0.0769715
35000,0.605733,9.4954,-0.198719,-0.189374,-0.0268789,-0.0769715
40000,0.605733,9.4954,-0.198719,-0.0452055,-0.0598667,-0.216253
40000,0.701501,9.52653,-0.155623,-0.0452055,-0.0598667,-0.216253
45000,0.701501,9.52653,-0.155623,0.0855239,-0.0659756,-0.337208
45000,0.76375,9.60314,-0.0861913,0.0855239,-0.0659756,-0.337208
50000,0.76375,9.60314,-0.0861913,-0.323769,0.00122177,0.00366531
50000,0.514753,9.55765,-0.253785,-0.323769,0.00122177,0.00366531
55000,0.514753,9.55765,-0.253785,-0.189374,-0.0268789,-0.0769715
55000,0.605733,9.4954,-0.198719,-0.189374,-0.0268789,-0.0769715
60000,0.605733,9.4954,-0.198719,-0.0452055,-0.0598667,-0.216253
60000,0.701501,9.52653,-0.155623,-0.0452055,-0.0598667,-0.216253
65000,0.701501,9.52653,-0.155623,-0.426398,0.0122177,0.0183265
65000,0.469264,9.65821,-0.287304,-0.426398,0.0122177,0.0183265
70000,0.469264,9.65821,-0.287304,-0.323769,0.00122177,0.00366531
70000,0.514753,9.55765,-0.253785,-0.323769,0.00122177,0.00366531
75000,0.514753,9.55765,-0.253785,-0.189374,-0.0268789,-0.0769715
75000,0.605733,9.4954,-0.198719,-0.189374,-0.0268789,-0.0769715
