5000,0,0,0,-0.133173,0.0830803,-0.162495
5000,-0.105345,9.61033,1.6927,-0.133173,0.0830803,-0.162495
10000,-0.105345,9.61033,1.6927,-0.134395,0.0830803,-0.162495
10000,-0.102951,9.61033,1.6927,-0.134395,0.0830803,-0.162495
15000,-0.102951,9.61033,1.6927,-0.134395,0.0830803,-0.162495
15000,-0.102951,9.61272,1.69509,-0.134395,0.0830803,-0.162495
20000,-0.102951,9.61272,1.69509,-0.133173,0.0830803,-0.162495
20000,-0.105345,9.61272,1.6927,-0.133173,0.0830803,-0.162495
25000,-0.105345,9.61272,1.6927,-0.133173,0.0830803,-0.162495
25000,-0.105345,9.61033,1.6927,-0.133173,0.0830803,-0.162495
30000,-0.105345,9.61033,1.6927,-0.134395,0.0830803,-0.162495
30000,-0.102951,9.61033,1.6927,-0.134395,0.0830803,-0.162495
35000,-0.102951,9.61033,1.6927,-0.134395,0.0830803,-0.161274
35000,-0.105345,9.61272,1.6927,-0.134395,0.0830803,-0.161274
40000,-0.105345,9.61272,1.6927,-0.133173,0.0830803,-0.162495
40000,-0.105345,9.61272,1.6927,-0.133173,0.0830803,-0.162495
45000,-0.105345,9.61272,1.6927,-0.133173,0.0830803,-0.162495
45000,-0.105345,9.61033,1.6927,-0.133173,0.0830803,-0.162495
50000,-0.105345,9.61033,1.6927,-0.135616,0.0830803,-0.162495
50000,-0.105345,9.61511,1.6927,-0.135616,0.0830803,-0.162495
55000,-0.105345,9.61511,1.6927,-0.134395,0.0830803,-0.161274
55000,-0.105345,9.61272,1.6927,-0.134395,0.0830803,-0.161274
60000,-0.105345,9.61272,1.6927,-0.133173,0.0830803,-0.162495
60000,-0.105345,9.61272,1.6927,-0.133173,0.0830803,-0.162495
65000,-0.105345,9.61272,1.6927,-0.133173,0.0830803,-0.163717
65000,-0.105345,9.61751,1.69509,-0.133173,0.0830803,-0.163717
70000,-0.105345,9.61751,1.69509,-0.135616,0.0830803,-0.162495
70000,-0.105345,9.61511,1.6927,-0.135616,0.0830803,-0.162495
75000,-0.105345,9.61511,1.6927,-0.134395,0.0830803,-0.161274
75000,-0.105345,9.61272,1.6927,-0.134395,0.0830803,-0.161274
80000,-0.105345,9.61272,1.6927,-0.134395,0.0830803,-0.162495
80000,-0.105345,9.61751,1.68791,-0.134395,0.0830803,-0.162495
85000,-0.105345,9.61751,1.68791,-0.133173,0.0830803,-0.163717
85000,-0.105345,9.61751,1.69509,-0.133173,0.0830803,-0.163717
90000,-0.105345,9.61751,1.69509,-0.135616,0.0830803,-0.162495
90000,-0.105345,9.61511,1.6927,-0.135616,0.0830803,-0.162495
95000,-0.105345,9.61511,1.6927,-0.134395,0.0830803,-0.164939
95000,-0.105345,9.61751,1.68791,-0.134395,0.0830803,-0.164939
100000,-0.105345,9.61751,1.68791,-0.134395,0.0830803,-0.162495
100000,-0.105345,9.61751,1.68791,-0.134395,0.0830803,-0.162495
105000,-0.105345,9.61751,1.68791,-0.133173,0.0830803,-0.163717
105000,-0.105345,9.61751,1.69509,-0.133173,0.0830803,-0.163717
110000,-0.105345,9.61751,1.69509,-0.135616,0.0830803,-0.163717
110000,-0.107739,9.6199,1.68791,-0.135616,0.0830803,-0.163717
115000,-0.107739,9.6199,1.68791,-0.134395,0.0830803,-0.164939
115000,-0.105345,9.61751,1.68791,-0.134395,0.0830803,-0.164939
120000,-0.105345,9.61751,1.68791,-0.134395,0.0830803,-0.162495
120000,-0.105345,9.61751,1.68791,-0.134395,0.0830803,-0.162495
125000,-0.105345,9.61751,1.68791,-0.135616,0.0830803,-0.163717
125000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.163717
130000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.163717
130000,-0.107739,9.6199,1.68791,-0.135616,0.0830803,-0.163717
135000,-0.107739,9.6199,1.68791,-0.134395,0.0830803,-0.164939
135000,-0.105345,9.61751,1.68791,-0.134395,0.0830803,-0.164939
140000,-0.105345,9.61751,1.68791,-0.135616,0.0830803,-0.162495
140000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.162495
145000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.163717
145000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.163717
150000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.163717
150000,-0.107739,9.6199,1.68791,-0.135616,0.0830803,-0.163717
155000,-0.107739,9.6199,1.68791,-0.134395,0.0818586,-0.163717
155000,-0.102951,9.6199,1.69031,-0.134395,0.0818586,-0.163717
160000,-0.102951,9.6199,1.69031,-0.135616,0.0830803,-0.162495
160000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.162495
165000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.163717
165000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.163717
170000,-0.100556,9.6199,1.68791,-0.133173,0.0830803,-0.161274
170000,-0.100556,9.61751,1.68791,-0.133173,0.0830803,-0.161274
175000,-0.100556,9.61751,1.68791,-0.134395,0.0818586,-0.163717
175000,-0.102951,9.6199,1.69031,-0.134395,0.0818586,-0.163717
180000,-0.102951,9.6199,1.69031,-0.135616,0.0830803,-0.162495
180000,-0.100556,9.6199,1.68791,-0.135616,0.0830803,-0.162495
185000,-0.100556,9.6199,1.68791,-0.134395,0.0830803,-0.162495
185000,-0.102951,9.61511,1.6927,-0.134395,0.0830803,-0.162495
190000,-0.102951,9.61511,1.6927,-0.133173,0.0830803,-0.161274
190000,-0.100556,9.61751,1.68791,-0.133173,0.0830803,-0.161274
195000,-0.100556,9.61751,1.68791,-0.134395,0.0818586,-0.163717
195000,-0.102951,9.6199,1.69031,-0.134395,0.0818586,-0.163717
200000,-0.102951,9.6199,1.69031,-0.134395,0.0830803,-0.162495
200000,-0.102951,9.61511,1.6927,-0.134395,0.0830803,-0.162495
205000,-0.102951,9.61511,1.6927,-0.134395,0.0830803,-0.162495
205000,-0.102951,9.61511,1.6927,-0.134395,0.0830803,-0.162495
210000,-0.102951,9.61511,1.6927,-0.133173,0.0830803,-0.161274
210000,-0.100556,9.61751,1.68791,-0.133173,0.0830803,-0.161274
215000,-0.100556,9.61751,1.68791,-0.135616,0.0830803,-0.163717
215000,-0.102951,9.61272,1.69031,-0.135616,0.0830803,-0.163717
220000,-0.102951,9.61272,1.69031,-0.134395,0.0830803,-0.162495
220000,-0.102951,9.61511,1.6927,-0.134395,0.0830803,-0.162495
225000,-0.102951,9.61511,1.6927,-0.134395,0.0830803,-0.162495
225000,-0.102951,9.61511,1.6927,-0.134395,0.0830803,-0.162495
230000,-0.102951,9.61511,1.6927,-0.134395,0.0830803,-0.162495
230000,-0.107739,9.61272,1.69031,-0.134395,0.0830803,-0.162495
235000,-0.107739,9.61272,1.69031,-0.135616,0.0830803,-0.163717
